,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,,,,AMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,84,755.7900000000001,124.74000000000004,880.53,187.10999999999999,942.9,,,,,,,,,,,,,,,,,,,,,,90,84,755.7900000000001,124.74000000000004,880.53,187.10999999999999,942.9
,,,,EC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,282,2508.299999999999,437.97000000000037,2946.269999999997,656.9550000000003,3165.2549999999956,,,,,,,,,,,,,,,,,,,,,,298,282,2508.299999999999,437.97000000000037,2946.269999999997,656.9550000000003,3165.2549999999956
,,,,EC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,102,916.4999999999999,144.12000000000003,1060.62,216.18000000000015,1132.6800000000003,,,,,,,,,,,,,,,,,,,,,,112,102,916.4999999999999,144.12000000000003,1060.62,216.18000000000015,1132.6800000000003
,,,,INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,132.5,25.95,158.45000000000002,38.925,171.42500000000004,,,,,,,,,,,,,,,,,,,,,,15,15,132.5,25.95,158.45000000000002,38.925,171.42500000000004
,,,,P1C AM09 (FG),,,,,,,,,,,,,,,,,,,,,,111,108,971.9000000000001,190.73999999999987,1162.6400000000012,286.11000000000007,1258.0100000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,108,971.9000000000001,190.73999999999987,1162.6400000000012,286.11000000000007,1258.0100000000002
,,,,P1C AM09 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,79,72,644.83,81.26000000000003,726.0900000000003,121.88999999999996,766.7199999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,72,644.83,81.26000000000003,726.0900000000003,121.88999999999996,766.7199999999998
,,,,P1C FLOORCARE,,,,,,,,,,,,,,,,,,,,,,87,81,724.6300000000003,41.68000000000001,766.3100000000005,62.51999999999999,787.1500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,81,724.6300000000003,41.68000000000001,766.3100000000005,62.51999999999999,787.1500000000003
,,,,P1C HP PROJECT (FG),,,,,,,,,,,,,,,,,,,,,,11,10,90,17.93,107.93,26.895,116.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,90,17.93,107.93,26.895,116.895
,,,,P1C HP PROJECT (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,26,24,215.67,11.98,227.64999999999998,17.97,233.63999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,215.67,11.98,227.64999999999998,17.97,233.63999999999996
,,,,P1C INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,6,6,54,10,64,15,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,54,10,64,15,69
,,,,P9 (FG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,629.4100000000004,0,629.4100000000004,0,629.4100000000004,70,70,629.4100000000004,0,629.4100000000004,0,629.4100000000004
,,,,P9 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,128,1150.6200000000008,5.93,1156.5500000000006,8.895,1159.5150000000008,139,128,1150.6200000000008,5.93,1156.5500000000006,8.895,1159.5150000000008
,,,,P9 INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,48.839999999999996,0,48.839999999999996,0,48.839999999999996,7,6,48.839999999999996,0,48.839999999999996,0,48.839999999999996
,DYBU Total,,,,29,29,249,6,255,9,258,,,,,,,,,,,,,,,329,309,2772.9999999999977,365.59,3138.5899999999983,548.385,3321.3849999999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,509,4544.589999999999,766.5900000000006,5311.179999999991,1149.8850000000004,5694.475000000011,,,,,,,,,,,,,,,222,209,1872.040000000001,13.41,1885.4500000000012,20.115,1892.1550000000013,1124,1056,9438.630000000001,1151.5900000000006,10590.22,1727.3850000000002,11166.014999999998
,EMBU,ENG,PROCESS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,43.25,8,51.25,12,55.25,,,,,,,,,,,,,,,6,5,43.25,8,51.25,12,55.25
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,9,2,11,3,12,,,,,,,,,,,,,,,3,1,9,2,11,3,12
,,PRODUCTION,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,74,657.58,117,774.5799999999999,175.5,833.0799999999999,,,,,,,,,,,,,,,82,74,657.58,117,774.5799999999999,175.5,833.0799999999999
,EMBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,80,709.8299999999999,127,836.83,190.5,900.33,,,,,,,,,,,,,,,91,80,709.83,127,836.8299999999999,190.5,900.3299999999999
,FABU,ENG,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,27,0,27,0,27,4,3,27,0,27,0,27
,,PRODUCTION,FILTER,P9 (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,87,776.6199999999999,0,776.6199999999999,0,776.6199999999999,98,87,776.6199999999999,0,776.6199999999999,0,776.6199999999999
,,,,P9 INDIRECT LINE (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,1,1,9,0,9,0,9
,FABU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,91,812.6199999999999,0,812.6199999999999,0,812.6199999999999,103,91,812.6199999999999,0,812.6199999999999,0,812.6199999999999
,FACILITY,FACILITY,FACILITY,0,,,,,,,,,,,,,,,,,,,,,,4,4,35.5,6,41.5,9,44.5,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,26.98,6,32.980000000000004,9,35.980000000000004,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,14,14,125.48,26,151.48000000000002,39,164.48000000000002
,FACILITY Total,,,,,,,,,,,,,,,,,,,,,,,,,4,4,35.5,6,41.5,9,44.5,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,26.98,6,32.980000000000004,9,35.980000000000004,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,14,14,125.48,26,151.48000000000002,39,164.48000000000002
,HR & ADM,HR & ADM,ADMIN ASST,0,,,,,,,,,,,,,,,,,,,,,,3,2,17,0,17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,17,0,17,0,17
,,,CLEANER,0,,,,,,,,1,1,9,1.5,10.5,2.25,11.25,1,1,9,1.93,10.93,2.895,11.895,8,7,63,11.46,74.46000000000001,17.189999999999998,80.19,,,,,,,,2,2,18,3.48,21.48,5.22,23.22,,,,,,,,,,,,,,,2,1,9,1.5,10.5,2.25,11.25,,,,,,,,,,,,,,,2,2,18,3.38,21.38,5.07,23.07,16,14,126,23.249999999999996,149.25,34.875,160.875
,,,SECU GUARD,0,,,,,,,,2,2,12.379999999999999,9,21.38,13.5,25.88,,,,,,,,1,1,8,3,11,4.5,12.5,1,0,0,0,0,0,0,,,,,,,,2,2,16,6,22,9,25,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,3,3,23.93,9,32.93,13.5,37.43,,,,,,,,10,9,68.31,30,98.31,45,113.31
,HR & ADM Total,,,,,,,,,,,3,3,21.38,10.5,31.88,15.75,37.129999999999995,1,1,9,1.93,10.93,2.895,11.895,12,10,88,14.46,102.46000000000001,21.689999999999998,109.69,1,0,0,0,0,0,0,2,2,18,3.48,21.48,5.22,23.22,2,2,16,6,22,9,25,,,,,,,,3,2,17,4.5,21.5,6.75,23.75,,,,,,,,3,3,23.93,9,32.93,13.5,37.43,2,2,18,3.38,21.38,5.07,23.07,29,25,211.31,53.25,264.56,79.875,291.185
,LOGISTIC,WAREHOUSE,FG,0,,,,,,,,,,,,,,,1,1,9,2,11,3,12,11,11,98.98,15.98,114.96000000000001,23.97,122.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,161.93,21.939999999999998,183.87,32.91,194.84,1,1,8.82,0,8.82,0,8.82,,,,,,,,6,6,53.980000000000004,7.93,61.91,11.895,65.875,37,37,332.71000000000004,47.849999999999994,380.5600000000001,71.77499999999999,404.48499999999996
,,,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17.83,0,17.83,0,17.83,2,2,17.83,0,17.83,0,17.83
,,,RECYCLE,0,,,,,,,,,,,,,,,7,6,53.97,7.97,61.94,11.955,65.925,9,9,79.92,5.97,85.89,8.955,88.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,94.66,11.98,106.64,17.97,112.63,,,,,,,,,,,,,,,4,4,35.96,3.98,39.94,5.97,41.93000000000001,31,30,264.51,29.9,294.41,44.849999999999994,309.36
,,,WAREHOUSE,0,,,,,,,,15,13,115.53,25.96,141.49,38.94,154.47,8,8,70.87,12,82.87,18,88.87,16,13,116.85000000000001,25.98,142.83,38.97,155.82,5,5,44.85,5.97,50.82,8.955,53.805,9,8,64,24,88,36,100,3,1,9,2,11,3,12,15,15,135,27.919999999999998,162.92,41.879999999999995,176.88,25,23,204.95000000000002,31.9,236.85,47.849999999999994,252.8,27,21,178.16,28,206.16,42,220.16,6,6,48.5,15,63.5,22.5,71,16,16,141.15,13.93,155.07999999999998,20.895,162.045,145,129,1128.86,212.65999999999997,1341.5200000000002,318.99,1447.8500000000001
,LOGISTIC Total,,,,,,,,,,,15,13,115.53,25.96,141.49,38.94,154.47,16,15,133.84,21.97,155.81,32.955,166.79500000000002,36,33,295.75,47.93,343.68,71.895,367.645,5,5,44.85,5.97,50.82,8.955,53.805,9,8,64,24,88,36,100,3,1,9,2,11,3,12,15,15,135,27.919999999999998,162.92,41.879999999999995,176.88,54,52,461.53999999999996,65.82,527.36,98.72999999999999,560.27,28,22,186.98,28,214.98,42,228.98,6,6,48.5,15,63.5,22.5,71,28,28,248.91999999999996,25.84,274.76,38.76,287.68,215,198,1743.9099999999999,290.40999999999997,2034.3200000000004,435.615,2179.525
,MHBU,PRODUCTION,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,1,1,8,3,11,4.5,12.5
,,,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,214,1822.63,554.0899999999999,2376.7200000000003,831.135,2653.7650000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,84,801.0799999999999,144,945.0799999999999,216,1017.0799999999999,,,,,,,,323,298,2623.7099999999996,698.0899999999999,3321.8,1047.135,3670.8450000000003
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,64,24,88,36,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,49,459.37,95.97999999999999,555.35,143.97,603.34,,,,,,,,63,57,523.37,119.98,643.35,179.97,703.34
,,,TOOLING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,25,6,31,9,34,,,,,,,,3,3,25,6,31,9,34
,,QA,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,191.92999999999998,72,263.92999999999995,108,299.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,96,36,132,54,150,,,,,,,,38,36,287.92999999999995,108,395.92999999999995,162,449.93
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,3,11,4.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,16,6,22,9,25,,,,,,,,3,3,24,9,33,13.5,37.5
,MHBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,247,2086.56,653.0899999999999,2739.65,979.635,3066.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,151,1405.45,290.98,1696.43,436.47,1841.92,,,,,,,,431,398,3492.0099999999993,944.0699999999999,4436.08,1416.105,4908.115000000001
,MHBU - TPH,PRODUCTION,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,60,539.9,30.03,569.9300000000001,45.045,584.9449999999999,,,,,,,,,,,,,,,70,60,539.9,30.03,569.9300000000001,45.045,584.9449999999999
,MHBU - TPH Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,60,539.9,30.03,569.9300000000001,45.045,584.9449999999999,,,,,,,,,,,,,,,70,60,539.9,30.03,569.9300000000001,45.045,584.9449999999999
,NPI,JDM,NL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,NPI Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,PLBU,ENG,TOOLING,0,,,,,,,,15,13,114.88,20.02,134.9,30.03,144.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,80.61000000000001,39.58,120.19,59.37,139.98000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,24,195.48999999999998,59.599999999999994,255.09,89.4,284.89
,,PRODUCTION,MAINT,0,,,,,,,,3,3,27,6,33,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,54,12,66,18,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,81,18,99,27,108
,,,MOLDING,0,,,,,,,,186,152,1348.6799999999998,273.87,1622.55,410.80500000000006,1759.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,220,1959.77,433.92000000000036,2393.689999999999,650.8800000000006,2610.649999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,372,3308.45,707.7900000000004,4016.24,1061.6850000000004,4370.135000000002
,,,SEC OPT,0,,,,,,,,13,12,107.35,23.98,131.33,35.97,143.32000000000002,,,,,,,,,,,,,,,200,183,1645.5600000000006,9.98,1655.5400000000006,14.969999999999999,1660.5300000000007,,,,,,,,,,,,,,,13,10,89.97,19.96,109.93,29.939999999999998,119.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,205,1842.8800000000006,53.919999999999995,1896.8000000000006,80.88,1923.760000000001
,PLBU Total,,,,,,,,,,,217,180,1597.91,323.87,1921.7800000000004,485.80500000000006,2083.7150000000006,,,,,,,,,,,,,,,200,183,1645.5600000000006,9.98,1655.5400000000006,14.969999999999999,1660.5300000000007,,,,,,,,,,,,,,,339,247,2184.35,505.4600000000005,2689.809999999999,758.1900000000006,2942.5399999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,610,5427.82,839.3100000000004,6267.130000000001,1258.9650000000006,6686.7850000000035
,QA,QA-CPBU,QA-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,18,0,18,0,18,3,2,18,0,18,0,18
,,,QA-DREAME,0,3,3,27,6,33,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,4,4,36,8,44,12,48
,,,QA-NANOJET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,,,QA-WEBER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,,,SQE/IQC,0,1,1,7.47,2,9.469999999999999,3,10.469999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,24.630000000000003,2,26.630000000000003,3,27.630000000000003,,,,,,,,1,1,9,2,11,3,12,5,5,41.1,6,47.1,9,50.1
,,QA-DYBU,ASSEMBLY,0,2,2,18,0,18,0,18,,,,,,,,,,,,,,,10,10,89.67,15.940000000000001,105.61000000000001,23.909999999999997,113.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,71.98,13.860000000000001,85.84000000000002,20.79,92.77,,,,,,,,,,,,,,,9,7,62.60000000000001,2,64.60000000000001,3,65.60000000000001,31,27,242.25,31.8,274.05,47.699999999999996,289.95000000000005
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,9,5,44.39,9.9,54.29,14.85,59.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,62.33,6,68.33,9,71.33,,,,,,,,,,,,,,,7,7,62.900000000000006,12,74.9,18,80.9,25,19,169.62,27.9,197.51999999999998,41.85,211.46999999999997
,,QA-EMBU,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,53.65,8,61.65,12,65.65,,,,,,,,,,,,,,,6,6,53.65,8,61.65,12,65.65
,,QA-FABU,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,27,0,27,0,27,3,3,27,0,27,0,27
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17.880000000000003,2,19.880000000000003,3,20.880000000000003,2,2,17.880000000000003,2,19.880000000000003,3,20.880000000000003
,,QA-PLBU,MOLDING,0,,,,,,,,18,16,142.75,31.98,174.73,47.97,190.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,204.76999999999998,38.72999999999999,243.49999999999997,58.095,262.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,39,347.52,70.71000000000001,418.23,106.065,453.585
,,,SEC OPT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,71.96000000000001,0,71.96000000000001,0,71.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,71.96000000000001,0,71.96000000000001,0,71.96000000000001
,,,SQE/IQC,0,,,,,,,,3,2,17.98,2,19.98,3,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8.48,0,8.48,0,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,26.46,2,28.46,3,29.46
,,QA-TPH,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,27,0,27,0,27,,,,,,,,,,,,,,,4,3,27,0,27,0,27
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,QA Total,,,,6,6,52.47,8,60.47,12,64.47,21,18,160.73,33.980000000000004,194.70999999999998,50.97,211.7,,,,,,,,19,15,134.06,25.84,159.9,38.76,172.82,8,8,71.96000000000001,0,71.96000000000001,0,71.96000000000001,,,,,,,,1,1,8.48,0,8.48,0,8.48,30,23,204.76999999999998,38.72999999999999,243.49999999999997,58.095,262.865,19,15,134.31,19.86,154.17000000000002,29.79,164.1,17,16,141.28,18,159.28,27,168.28,,,,,,,,25,22,197.37999999999997,18,215.37999999999997,27,224.37999999999997,146,124,1105.44,162.41,1267.85,243.61499999999998,1349.055
2025-05-15,Grand Total,,,,35,35,301.47,14,315.47,21,322.47,256,214,1895.5500000000004,394.31000000000006,2289.8600000000006,591.4650000000001,2487.0149999999994,17,16,142.84,23.9,166.74,35.85,178.69,400,371,3326.309999999997,459.82000000000016,3786.129999999998,689.7300000000002,4016.039999999996,216,198,1780.3700000000006,19.95,1800.3200000000008,29.924999999999997,1810.2950000000008,278,257,2168.56,680.5699999999999,2849.1299999999997,1020.855,3189.415,6,4,33.480000000000004,8,41.480000000000004,12,45.480000000000004,385,286,2533.1199999999994,574.1100000000005,3107.2299999999996,861.1650000000008,3394.284999999996,624,582,5193.419999999998,864.7700000000008,6058.189999999989,1297.1550000000002,6490.575000000012,282,253,2252.6899999999996,284.88,2537.57,427.32,2680.01,174,161,1486.88,316.98,1803.8600000000001,475.47,1962.3500000000001,403,372,3328.9300000000007,66.63,3395.560000000001,99.94499999999998,3428.8750000000005,3076,2749,24443.620000000003,3707.9200000000014,28151.539999999997,5561.88,30005.5
,2025-05-16 00:00:00,Fri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,CPBU,ENG,MAINT-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,1,1,9,0,9,0,9
,,,MAINT-DREA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8.9,0,8.9,0,8.9,,,,,,,,,,,,,,,1,1,8.9,0,8.9,0,8.9
