,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,HR & ADM Total,,,,,,,,,,,3,2,16,6,22,9,25,1,0,0,0,0,0,0,11,2,5,10,15,15,20,1,1,8,3,11,4.5,12.5,2,0,0,0,0,0,0,2,2,15.73,6,21.73,9,24.73,,,,,,,,3,1,5,6,11,9,14,,,,,,,,3,2,16,6,22,9,25,2,0,0,0,0,0,0,28,10,65.73,37,102.73,55.5,121.23
,LOGISTIC,WAREHOUSE,FG,0,,,,,,,,,,,,,,,5,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,6,0,0,0,0,0,0,38,0,0,0,0,0,0
,,,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,2,0,0,0,0,0,0
,,,RECYCLE,0,,,,,,,,,,,,,,,7,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,,,,,,,,,,,,,,,4,0,0,0,0,0,0,29,0,0,0,0,0,0
,,,WAREHOUSE,0,,,,,,,,15,4,0,44,44,66,66,8,1,0,11,11,16.5,16.5,15,0,0,0,0,0,0,5,1,0,11,11,16.5,16.5,9,3,0,33,33,49.5,49.5,3,0,0,0,0,0,0,15,6,0,65.97,65.97,98.955,98.955,25,0,0,0,0,0,0,14,5,0,50.35,50.35,75.525,75.525,6,2,0,22,22,33,33,15,0,0,0,0,0,0,130,22,0,237.32,237.32,355.98,355.98
,LOGISTIC Total,,,,,,,,,,,15,4,0,44,44,66,66,20,1,0,11,11,16.5,16.5,32,0,0,0,0,0,0,5,1,0,11,11,16.5,16.5,9,3,0,33,33,49.5,49.5,3,0,0,0,0,0,0,15,6,0,65.97,65.97,98.955,98.955,52,0,0,0,0,0,0,15,5,0,50.35,50.35,75.525,75.525,6,2,0,22,22,33,33,27,0,0,0,0,0,0,199,22,0,237.32,237.32,355.98,355.98
,MHBU,PRODUCTION,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0
,,,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,189,0,2087.34,2087.34,3131.0099999999998,3131.0099999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,40,0,443.9,443.9,665.85,665.85,,,,,,,,325,229,0,2531.2400000000002,2531.2400000000002,3796.8599999999997,3796.8599999999997
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,25,0,278.98,278.98,418.47,418.47,,,,,,,,66,25,0,278.98,278.98,418.47,418.47
,,,TOOLING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,16.880000000000003,16.880000000000003,25.32,25.32,,,,,,,,3,2,0,16.880000000000003,16.880000000000003,25.32,25.32
,,QA,MOLDING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,0,142.48000000000002,142.48000000000002,213.72,213.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,0,77,77,115.5,115.5,,,,,,,,38,20,0,219.48000000000002,219.48000000000002,329.22,329.22
,,,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,3,0,0,0,0,0,0
,MHBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,202,0,2229.82,2229.82,3344.7299999999996,3344.7299999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,74,0,816.76,816.76,1225.14,1225.14,,,,,,,,436,276,0,3046.5800000000004,3046.5800000000004,4569.87,4569.87
,MHBU - TPH,PRODUCTION,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,0,0,0,,,,,,,,,,,,,,,51,0,0,0,0,0,0
,,QA,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0
,MHBU - TPH Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,0,0,0,0,0,,,,,,,,,,,,,,,53,0,0,0,0,0,0
,NPI,JDM,NL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
,NPI Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
,PLBU,ENG,TOOLING,0,,,,,,,,15,1,0,8,8,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,0,76.98,76.98,115.47,115.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8,0,84.98,84.98,127.47,127.47
,,PRODUCTION,MAINT,0,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,88,88,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,0,88,88,132,132
,,,MOLDING,0,,,,,,,,156,3,0,29.43,29.43,44.144999999999996,44.144999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,162,0,1779.5900000000006,1779.5900000000006,2669.384999999998,2669.384999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,165,0,1809.0200000000007,1809.0200000000007,2713.529999999998,2713.529999999998
,,,SEC OPT,0,,,,,,,,13,0,0,0,0,0,0,,,,,,,,,,,,,,,194,0,0,0,0,0,0,,,,,,,,,,,,,,,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,0,0,0,0,0,0
,PLBU Total,,,,,,,,,,,187,4,0,37.43,37.43,56.144999999999996,56.144999999999996,,,,,,,,,,,,,,,194,0,0,0,0,0,0,,,,,,,,,,,,,,,360,177,0,1944.5700000000006,1944.5700000000006,2916.8549999999977,2916.8549999999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,181,0,1982.0000000000007,1982.0000000000007,2972.999999999998,2972.999999999998
,QA,QA-CPBU,QA-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,0,0
,,,QA-DREAME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0
,,,QA-NANOJET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0
,,,QA-WEBER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0
,,,SQE/IQC,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,3,0,0,0,0,0,0
,,QA-DYBU,ASSEMBLY,0,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,9,9,13.5,13.5,,,,,,,,,,,,,,,8,0,0,0,0,0,0,28,1,0,9,9,13.5,13.5
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,,,,,,,,,,,,,,,7,0,0,0,0,0,0,26,0,0,0,0,0,0
,,QA-EMBU,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,25.02,25.02,37.53,37.53,,,,,,,,,,,,,,,6,3,0,25.02,25.02,37.53,37.53
,,QA-FABU,FILTER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,3,0,0,0,0,0,0
,,,SQE/IQC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,2,0,0,0,0,0,0
,,QA-PLBU,MOLDING,0,,,,,,,,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,14,0,153.53999999999996,153.53999999999996,230.31,230.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,0,153.53999999999996,153.53999999999996,230.31,230.31
,,,SEC OPT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0
,,,SQE/IQC,0,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0
,QA Total,,,,1,0,0,0,0,0,0,21,0,0,0,0,0,0,,,,,,,,19,0,0,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,29,14,0,153.53999999999996,153.53999999999996,230.31,230.31,20,1,0,9,9,13.5,13.5,11,3,0,25.02,25.02,37.53,37.53,,,,,,,,23,0,0,0,0,0,0,133,18,0,187.55999999999995,187.55999999999995,281.34000000000003,281.34000000000003
2025-05-04,Grand Total,,,,18,0,0,0,0,0,0,226,10,16,87.43,103.43,131.145,147.14499999999998,21,1,0,11,11,16.5,16.5,387,4,5,28.95,33.95,43.425,48.425,210,2,8,14,22,21,29,280,205,0,2262.82,2262.82,3394.2299999999996,3394.2299999999996,6,2,15.73,6,21.73,9,24.73,405,197,0,2164.080000000001,2164.080000000001,3246.119999999997,3246.119999999997,601,3,5,24.7,29.7,37.05,42.05,234,28,0,240.45,240.45,360.67499999999995,360.67499999999995,177,78,16,844.7600000000001,860.7600000000001,1267.14,1283.14,399,0,0,0,0,0,0,2964,530,65.73,5684.190000000001,5749.920000000002,8526.284999999998,8592.015
,2025-05-05 00:00:00,Mon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,division,dept_id,section_id,Line,P10A,,,,,,,P1A,,,,,,,P1B,,,,,,,P1C,,,,,,,P2B,,,,,,,P2R,,,,,,,P3,,,,,,,P5,,,,,,,P6,,,,,,,P7,,,,,,,P8,,,,,,,P9,,,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5)
,,,,,TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),TOTAL HC,ATTN HC,NORMAL HRS,OT HRS,TOTAL HRS,OT HRS *1.5,TOTAL HRS (WITH OT HRS*1.5),,,,,,,
,CPBU,ENG,MAINT-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,1,1,9,2,11,3,12
,,,MAINT-DREA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,,PRODUCTION,ASSY-BPA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,90,20,110,30,120,10,10,90,20,110,30,120
,,,ASSY-DREA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,341.5000000000001,9.950000000000001,351.45000000000016,14.924999999999999,356.4250000000002,,,,,,,,,,,,,,,39,38,341.5000000000001,9.950000000000001,351.45000000000016,14.924999999999999,356.4250000000002
,,,ASSY-NANO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,323.8700000000001,30,353.8700000000001,45,368.8700000000001,,,,,,,,,,,,,,,36,36,323.8700000000001,30,353.8700000000001,45,368.8700000000001
,,,ASSY-WEBER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,80.98,12,92.98,18,98.98,9,9,80.98,12,92.98,18,98.98
,CPBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,75,674.3700000000002,41.95,716.3200000000003,62.925,737.2950000000003,,,,,,,,20,20,179.98,34,213.98,51,230.98,96,95,854.3500000000003,75.95,930.3000000000003,113.925,968.2750000000003
,DYBU,ENG,ENG,0,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8.48,0,8.48,0,8.48,,,,,,,,,,,,,,,,,,,,,,2,2,17.48,2,19.48,3,20.48
,,,MAINT,0,2,2,18,4,22,6,24,,,,,,,,,,,,,,,8,7,63,12,75,18,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,89.13,13.95,103.08,20.925,110.05499999999999,,,,,,,,,,,,,,,6,5,43.64,3.58,47.22,5.37,49.01,26,24,213.76999999999998,33.53,247.29999999999998,50.294999999999995,264.065
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12,,,,,,,,,,,,,,,,,,,,,,1,1,9,2,11,3,12
,,PRODUCTION,ASSEMBLY,0,17,17,153,1.5,154.5,2.25,155.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,153,1.5,154.5,2.25,155.25
,,,,AB LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,152.92,5.98,158.9,8.969999999999999,161.89,,,,,,,,,,,,,,,,,,,,,,17,17,152.92,5.98,158.9,8.969999999999999,161.89
,,,,AMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,88,791.5700000000004,123.21000000000004,914.7800000000004,184.81500000000005,976.3850000000003,,,,,,,,,,,,,,,,,,,,,,90,88,791.5700000000004,123.21000000000004,914.7800000000004,184.81500000000005,976.3850000000003
,,,,EC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,273,2455.13,401.6900000000005,2856.8199999999943,602.5349999999993,3057.6650000000004,,,,,,,,,,,,,,,,,,,,,,286,273,2455.13,401.6900000000005,2856.8199999999943,602.5349999999993,3057.6650000000004
,,,,EC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,102,914.7500000000001,145.33999999999997,1060.0900000000001,218.01000000000013,1132.7599999999998,,,,,,,,,,,,,,,,,,,,,,110,102,914.7500000000001,145.33999999999997,1060.0900000000001,218.01000000000013,1132.7599999999998
,,,,INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,131.7,23.89,155.59,35.834999999999994,167.535,,,,,,,,,,,,,,,,,,,,,,15,15,131.7,23.89,155.59,35.834999999999994,167.535
,,,,P1C AM09 (FG),,,,,,,,,,,,,,,,,,,,,,111,110,989.8499999999999,190.49999999999991,1180.3500000000013,285.75000000000006,1275.6000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,110,989.8499999999999,190.49999999999991,1180.3500000000013,285.75000000000006,1275.6000000000006
,,,,P1C AM09 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,73,69,620.98,119.35000000000004,740.3300000000002,179.02500000000012,800.0049999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,69,620.98,119.35000000000004,740.3300000000002,179.02500000000012,800.0049999999999
,,,,P1C FLOORCARE,,,,,,,,,,,,,,,,,,,,,,86,82,736.6100000000008,10,746.6100000000008,15,751.6100000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,82,736.6100000000008,10,746.6100000000008,15,751.6100000000008
,,,,P1C HP PROJECT (FG),,,,,,,,,,,,,,,,,,,,,,11,10,89.62,17.92,107.54,26.88,116.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,89.62,17.92,107.54,26.88,116.5
,,,,P1C HP PROJECT (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,24,23,206.45999999999998,35.94,242.39999999999995,53.91,260.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,206.45999999999998,35.94,242.39999999999995,53.91,260.37
,,,,P1C INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,6,6,54,8,62,12,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,54,8,62,12,66
,,,,P9 (FG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,69,620.1300000000007,0,620.1300000000007,0,620.1300000000007,70,69,620.1300000000007,0,620.1300000000007,0,620.1300000000007
,,,,P9 (SUB ASSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,132,1185.7000000000014,14,1199.7000000000014,21,1206.7000000000014,138,132,1185.7000000000014,14,1199.7000000000014,21,1206.7000000000014
,,,,P9 INDIRECT LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,62.43,0,62.43,0,62.43,7,7,62.43,0,62.43,0,62.43
,DYBU Total,,,,19,19,171,5.5,176.5,8.25,179.25,,,,,,,,,,,,,,,320,308,2769.5199999999954,395.71000000000004,3165.2299999999977,593.5649999999999,3363.084999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,507,4552.6799999999985,716.0600000000003,5268.739999999986,1074.0899999999997,5626.7700000000095,,,,,,,,,,,,,,,221,213,1911.9000000000021,17.58,1929.4800000000023,26.37,1938.2700000000023,1090,1047,9405.100000000002,1134.8500000000006,10539.95,1702.2749999999999,11107.375000000005
,EMBU,ENG,PROCESS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,44.480000000000004,8,52.480000000000004,12,56.480000000000004,,,,,,,,,,,,,,,6,5,44.480000000000004,8,52.480000000000004,12,56.480000000000004
,,,TEST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0
,,PRODUCTION,SUB ASSY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,62,556.86,101.97999999999999,658.84,152.97,709.83,,,,,,,,,,,,,,,71,62,556.86,101.97999999999999,658.84,152.97,709.83
,EMBU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,67,601.34,109.97999999999999,711.32,164.97,766.3100000000001,,,,,,,,,,,,,,,79,67,601.34,109.97999999999999,711.32,164.97,766.3100000000001
,FABU,ENG,MAINT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,36,0,36,0,36,4,4,36,0,36,0,36
,,PRODUCTION,FILTER,P9 (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,90,809.2800000000002,2,811.2800000000002,3,812.2800000000002,98,90,809.2800000000002,2,811.2800000000002,3,812.2800000000002
,,,,P9 INDIRECT LINE (FILTER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,9,0,9,1,1,9,0,9,0,9
,FABU Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,95,854.2800000000002,2,856.2800000000002,3,857.2800000000002,103,95,854.2800000000002,2,856.2800000000002,3,857.2800000000002
,FACILITY,FACILITY,FACILITY,0,,,,,,,,,,,,,,,,,,,,,,4,4,34.59,6,40.59,9,43.59,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,,,,,,,,1,1,9,2,11,3,12,3,3,22.5,4,26.5,6,28.5,14,14,120.09,24,144.09,36,156.09
,FACILITY Total,,,,,,,,,,,,,,,,,,,,,,,,,4,4,34.59,6,40.59,9,43.59,2,2,18,4,22,6,24,,,,,,,,,,,,,,,1,1,9,2,11,3,12,3,3,27,6,33,9,36,,,,,,,,1,1,9,2,11,3,12,3,3,22.5,4,26.5,6,28.5,14,14,120.09,24,144.09,36,156.09
,HR & ADM,HR & ADM,ADMIN ASST,0,,,,,,,,,,,,,,,,,,,,,,3,2,17,0,17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,17,0,17,0,17
,,,CLEANER,0,,,,,,,,1,1,9,1.5,10.5,2.25,11.25,1,1,9,1.78,10.78,2.67,11.67,8,7,63,11.83,74.83,17.744999999999997,80.745,,,,,,,,2,2,18,3.48,21.48,5.22,23.22,,,,,,,,,,,,,,,2,1,9,1.5,10.5,2.25,11.25,,,,,,,,,,,,,,,2,2,18,3.27,21.27,4.904999999999999,22.905,16,14,126,23.36,149.35999999999999,35.03999999999999,161.04
